"Over-twisted yarn sizing method for manufacturing fabric, involves controlling speed difference of towing roller and sizing roller to generate difference of elongation, and controlling generation of difference of elongation",2007-11-28
"Square striped and checked fabrics weaving method, involves using pure cotton yarn or washing cotton yarn as chain and abb, where abb array is ground tissue square tissue, and denting craftwork provided with lengths/reeds of ground tissues",2007-12-10
"Fasciated yarn wire for fabric, is obtained by spinning the yarn formed from mixture containing inorganic fire retardant, dispersant agent, fused phenol formaldehyde resin and fire retardant",2007-12-10
"High grade tencel yarn for making high grade textile products such as shirts and bed products, has pure tencel fiber with raw material and isolating distances of swift cover plates with specific range",2007-12-03
"Driving mechanism for making gear implement reciprocating rotation in textile machinery device e.g. ramee soft-hemp machine, has dual articulated gear meshed with gear, where another dual articulated gear is meshed with another gear",2007-07-03
"Tool for disassembling bearing, has locating nick placed on side of sleeve, cover board placed on top surface of sleeve, and screw rod traversing screw and placed on cover board",2007-08-09
"Manufacture of bamboo charcoal fiber used in clothes, involves adding bamboo charcoal powder in spinning fluid during spinning process, coating surface of fiber with bamboo powder or coating the powder dissolved in resin",2007-12-18
Preparation of bamboo carbon modified terylene fiber useful for textile and industry fields comprises mixing bamboo carbon fine granule and far infrared nanometer ceramic powder and spinning by blending with polyester,2007-12-18
"Sewing thread oiling device, has oil groove whose bottom is equipped with heater, and rotatable oiling roller placed on oil groove whose circumference is equipped with moist layer, where heater is connected with temperature controller",2007-08-09
"Self-cleaning apparatus for roller of ring spinning frame, has roll shaft set on fixed yoke, where two ends of roll shaft are sleeved with spiral brush roller and limited by check ring for shaft",2007-06-26
"Non-iron drying forming machine for dress, has air ventilation plate connected with air inlet and air outlets, partition plate placed inside of box body, and upper end of partition plate connected to air inlet and air outlet",2007-12-20
"Zipper delivery mechanism, has delivering groove penetrated by woven belt that is fixed between cover board and bracket, and cover board overturning device and resetting device placed between cover boards and bracket",2007-07-20
"Special pre-mixer for colouring and blending spinning cotton, has horizontal curtain adjacently connected with brad inclined curtain, where back of brad inclined curtain is equipped with cotton-stripping beater",2007-07-31
"Necked yarn measuring unit, has idler pulley device for controlling aluminum box whose two sides are fixed with small pulley that is uniformly fixed on gemel, where idler pulley drives screw mandrel and screw rod",2007-07-31
"DE type flame retardant filtering cotton processing method, involves preparing flame retarding liquor, by immersing and plunging DE type filtering cotton in twice adjusting immersing plunging machine for two to three minutes",2007-09-29
"Colorful, negative ion-emitting padding cloth comprises non-woven fabrics and supermicro-polypropylene terephthalate filament",2007-11-28
"Winding vehicle control device for measuring and determining length of raw materials yarn, has circular roller mounted on spindle and signal process device, and magnetic block installed on circular roller",2007-11-08
"Air filter, has first-order primary effect, second-order middle effect and third-order high effect filter devices provided with unit steel frames and filter units, and housing side wall provided with maintenance entrance bin gates",2007-09-29
"Process for bleaching pure cotton fabric comprises scouring and bleaching, hot water rinsing, acid cleaning, deoxidization, and water rinsing",2008-05-07
"Decoloring treatment of printing and dyeing wastewater by degrading organic wastewater by microwave-photocatalysis coupling, heating with microwave before photocatalysis, and determining the condition of microwave degradation",2008-05-07
"Steam control device for steam iron, has spring whose one end is fixed to ball valve switch handle and another end is connected to fixing pole of steam iron, and linkage pole whose end is connected with controlling pole",2007-10-26
"Cloth speed control device for jet overflow dyeing machine, has motor connected to frequency converter mounted at position far away from environment with high temperature and humidity of dyeing machine",2007-10-18
"Jet hank dyeing machine, has water division box equipped in circulating tube, valve installed on tubes between spout and box, and flume in lower part of cylinder that provides shape of bottom of boiler",2007-10-31
"Six-cylinder thread opener, has two thread guiders respectively matched with two reels, and hinged threads placed on reels and connected to cradles through thread guiders, where cradles are driven by friction wheel",2007-10-31
"Stamping knife type cover plate card clothing equipment, has pneumatic cylinder or hydraulic operating cylinder equipped on stamping knife device, and pressure cylinder body directly pressed with piston rod",2007-11-15
"Control box for use in frequency converter, has air suction pipe and air inlet both placed on box body, where pipe is connected with fan box and connected to air inlet, and dust suction fan placed in fan box",2007-11-08
"Automatic edges-aligning cloth rolling and measuring machine, has photoelectric sensor with output end connected with driving electric motor of cloth rolling roller and with specified frequency converter of electric motor",2007-04-04
"Intellectual temperature adjusting viscose fiber yarn, is mixed with normal fiber, where yarn is knitted and woven by viscose fiber with phase-change material and normal fiber according to specific ratio",2008-06-05
"Drum hank winder, has control circuit with frequency converter that is connected with control end of motor, and relay, whose normal opened contact is parallely connected to two ends of normally opened button",2007-12-30
"Coiling base plate for use in spinning drawing machine, has groove provided on working face of plate, where depth of groove is designed corresponding to wheels of coiling barrel",2007-11-28
"Formation of printing screen involves degreasing printing screen formed using chemical fiber, with refining agent and stretch-molding resulting degreased printing screen with latitudinal stretching quantity of specified range",2007-05-30
"Manufacturing of durable, anti-bacterial and non-woven cloth material comprises mixing non-water-soluble silver particle chelate system with dissolved chloride quaternary ammonium salt, and integrating with active and passive anti-bacterium",2008-05-22
"Plait prevention circular/multi-edge ring-shaped metal probe rod for Espero-M type automatic cheese winder of spinning machine, has friction bushing whose inner wall is sleeved on outer surface of middle part of probe rod",2008-03-05
"Weighting unit for tent, has containing chamber i.e. sealing chamber, formed by shell, and opening arranged on top surface of shell, which is connected with containing chamber, and sealing lid connected with opening",2008-03-18
"Sunshade rod group, has locking unit connected with two tetragonal structures, and folding frame provided with multiple supporting rod portions, where supporting rod portions are connected and combined with supporting rod",2007-12-29
"Polyester fabric for use in printing and dyeing industry, has hydrophilic polyester and polyether block copolymer layer provided on surface of base of hydrophobic polyester fiber",2008-03-20
"Sizing machine collet for use in e.g. non-shuttle weaving machine, has convex head placed in central part weaving shaft, and hollow sleeve equipped on centre of solid and round pedestal of added collet",2008-03-11
"Saline-alkali land modifying method, involves placing narrower and lower secondary ditches between main drainage ditches, and washing salinate and alkaline matters by drainage system through river system",2008-08-07
"Device for discharging wash water and waste water from overflow dyeing machine, has command switch which is set on control panel of electric cabinet and electrically connected with pneumatic film discharging valve",2008-03-28
"Device for controlling discharging of washing liquid of dyeing machine, comprises outlet for discharging washing liquid and discharging valve and pipe for discharging waste water",2008-03-28
"Health bra for preventing and treating fungal infection and bacterial infection caused by yellow Staphylococcus and colon Bacillus, comprises bra cup, back belt and shoulder belt",2008-03-20
"Panty hose, has pant legs provided with extended bodies extended to soles, holes for exposing heels at positions corresponding to heels, and elastic rib top located at middle part of sole",2008-03-28
"Back-pulling raspador, has hemp feeding channels, and hemp stripping tube comprising driving and driven hemp stripping tubes, where included angle formed between connecting line of hemp stripping tubes and channels is specific degree",2008-03-27
"Air-jet loop bullion weft guide device, has tension thread running through yarn-guide ceramic eye and entered into weft storing machine through yarn-guide bracket, tension device and yarn-guide hole",2008-05-11
"Convenient lease band threading device for warping machine, has two rotation wheels mounted on wall plate frames on two sides of head of warping machine, and steel wire whose ends are mounted in wheel groove between two rotation wheels",2008-04-27
"Radiation protection fabric, has set of warps, where multiple longitudinal stainless steel wires of warps are provided with multiple latitudinal stainless steel wires of wefts to form wire-mesh screen",2008-04-30
"Cold-proof stocking, has fiber thickened upper part equipped on outer surface above stocking leg zone, where height of thickened upper part is properly proportionate to stocking leg zone",2008-04-24
"Fully foldable swivel chair, has spinner rack connected to under frame, body provided with two front and rear pivots that are connected to spinner rack, and cloth connected to body",2008-03-18
"Hammock, has awning frame whose left and right ends are respectively connected with connecting bases, where connecting base is rotatably connected to pedestal, and locking device provided between connecting base and pedestal",2008-04-08
"Fibrilia rotor spinner trash passage, has separating work surface placed lower than fiber transferring rear area of surface of side, and orifice located along upstream of running direction of ramie stripes",2008-09-02
"Flame resistant finishing material comprises flame retardant, cross linker, fiber protective solute, non-ionic osmotic agent and phosphoric acid, where water is utilized as solvent",2008-11-06
"Air-lay machine for manufacturing felt product, comprises several movable inserting plates vertically mounted at lower portion of striker plate and positioned in spaced and crossed arrangement",2008-05-28
"Picanol omni-800 loom weft cable detecting device, has power module whose power output port anode is connected with power plug by LED, where power output port cathode is connected with power plug by resistor",2008-06-02
"Front control bulk fiber device for gilling machine, has bulk fiber ramie stripes moving from lower side of removing roller after bulk fiber ramie stripes passes through drawing roller and pressurizing leather roller",2008-06-20
"Table type spindle for dyeing loose bobbin of cheese, has lower spindle support fixed to spindle table, where radius of table lies between thirty to forty millimeter and is greater than outer diameter of loose bobbin",2008-05-28
"Leak-proof sealing device for feed port of roller type slag cooler, has sealing stationary ring whose middle part is opened with stationary round hole for feed pipe to enter one chamber of roller, where gap is formed between holes and pipe",2008-05-28
"Semi-automatic home furnishing cloth spreading machine, has two proximity switches connected with control box, transducer whose forward and backward starting signals are applied to box, and multiple output terminals connected with motor",2008-09-26
"Automatic lease band threading device, has yarn-dividing tube whose two ends are provided with fixing board that is connected to warping machine body, and thread-taking groove vertically formed on yarn-dividing tube",2008-06-05
"Colorful yarn comprises ground color layer that contacts with yarn main body directly, and surface color layer that is provided on ground color layer and is residual after being washed, and has different colors with ground color",2008-10-22
"Pre-shrunk device for beam pre-shrunk rolling machine, has frame provided with two groups of pre-shrunk rolls, and heating bin whose bottom is provided with steel plate, where lower part of steel plate is provided with hot oil pipe",2008-07-01
"Method for providing nylon knitted shell fabric with cool feel, involves putting shell fabric on molding machine, preparing cool-feel agent using polymer dispersing liquid and glycerin, and supplying cool-feel agent into machine",2007-10-12
"Recycling of carbon disulfide used in manufacture of adhesive, involves adopting condensers which are mounted on groove to cool and recycle carbon disulfide which is sulfurized by alkali cellulose",2007-10-16
"Shopping bag, has small pocket installed on outer surface of bag body, and connecting part e.g. binding strip, connected to small pocket for maintaining folded shape of shopping bag",2008-06-04
"Environment-friendly ecological cushion for planting seeds, has seed carrying body equipped on main body, and plant seeds and nutrilite packed in seed carrying body, where main body and seed carrying body are made of natural fiber fabric",2008-06-04
"Far-infrared steam draw box for steam chamber, has far-infrared heating plate fixed on lower enclosure, baffle-board fixed on upper enclosure, and steam pipe fixed between upper enclosure and baffle-board that is formed with holes",2008-11-18
"Constant tension frame, has balloon yarn guide and steel plate mounted on machine frame to perform lifting movement, and bracket whose bottom and upper ends are fixedly connected with steel plate and balloon yarn guide respectively",2008-05-28
"Dyeing cylinder yarn core tube cleaning machine, has cleaning brush inserted into inner chamber of yarn core tube on conveying mechanism, where cleaning brush passes via through hole on baffle plate fixed on housing",2008-07-24
"Slide fastener tooth, has tooth head raised on tooth body portion, and teeth feet portions whose lower ends are bent towards inner side to form cloth fastening part, where upper end part of head portion is tangent with body portion",2008-08-12
"Amino silicone oil content testing method, involves measuring absorbency of developed solution, measuring oil content, and testing amino silicone oil in chitosan optical fiber according to prepared standard curve",2008-12-30
"Drafting device for gilling machine, has tension adjusting device provided at two sides of leather creek tension shaft, roller provided below rack, and leather creek sleeved out of leather roller and leather creek tension shaft",2008-07-08
"High-efficiency stand picking rod and scrapping machine combination for ramie fiber separating machine, has ramie stripping rollers mounted parallel to each other, and belt wheel and transmitting gear set in motor",2008-07-07
"Spinning device, has pair of rubber rollers mounted on spinning section from twisting triangular area to yarn guide hook on ring frame, where rubber rollers are connected with front lower roller on ring frame by transfer roller bridging",2008-11-27
"Spinning frame drafting device, has leather ring roller located at front and rear ends of leather ring plate, multiple leather ring pressure rollers located outside leather ring work surface, and leather ring pressed to leather ring plate",2008-08-27
"Six-cylinder single-side dryer for drying textiles, has six cylinders and five fabric guide rolls that are arranged in order according to S-shaped passing sequence of fabric, where cylinders and guide rolls are rotated in same direction",2008-12-17
"Brown sugar taro useful for improving immunity, removing toxins and strengthening stomach, prepared by selecting taro and then performing refrigeration, alkali addition, stewing, stir-frying, and mixing of sugar with obtained product",2007-11-28
"Folding leisure chair, has folding soft belt comprising two end parts connected in different positions of bottom surface of seat cloth, and middle part slidingly connected with seat cloth",2008-08-04
"Multifunctional truly silky back cushion, has slide fastener embedded in periphery of connected squares at middle parts of silky quilt body to form small rectangle, where quilt body is folded towards center part according to squares",2008-04-14
"Rapid-drying terylene shell fabric with high moisture absorbing ratio comprises block polymer of hydrophilous polyether and polyether, useful for commercial and industrial applications",2007-12-27
"Convenient frame for transferring cheese, has transverse blocks placed between two vertical rods, cheese sleeve rods provided on front and rear sides of blocks, and trundle supporting frame connected at bottom part of vertical rods",2008-09-04
"Continuous open soaper, has lower guide rollers i.e. ripple rollers, where water isolating board is isolated between adjacent lower guide rollers, and circulating pump fixed opposite to water washing machines",2008-09-19
"Air expansion type cloth-expanding device for cylindrical fabric in dyeing and finishing device, has spraying pipe with small hole connected to outer side of fabric, and air delivery pipe and air source delivering air to spraying pipe",2008-08-06
"Dyeing and finishing of silk fabric emulated pure cotton woven fabric involves using eco-friendly additive such as mixture of fatty acid and its ester, cellulose derivative, water-soluble polyurethane and amino organic silicone",2008-01-03
"Compressed air-type cooling device for motor, has electromagnetic valve controlling on/off process of compressed air source, and compressed air source transferred to drilling hole of motor end cover to cool down",2008-09-24
"Cheese winding manager, has transmission track placed on bearing seat, and driven by belt wheel and triangular belt, managing disc uniformly distributed on track and motor driving transmission shaft such that yarn pipe is placed in pipe box",2008-09-24
"Lifting stroke mechanism for spinning frame, has convex nail additionally fixed on lifting stroke disk, so that thread plate has small yarn in higher position, where convex nail runs according to original stroke",2008-09-24
"Yarn guide wheel device for use in yarn-drawing combination machine, has cotton guide board and guide wheel shaft fixed with each other, and cotton yarns lifted to avoid rubbing cotton guide board when passing wheels via pressing roller",2008-09-26
"Ramie beating machine has circular disc that is included with several protruded mallet units with preset positioning angle, and provision unit that is equipped with mallets",2008-09-27
"Fluorescence divesting of chinlon fabric, e.g. pure chinlon fabric comprises placing chinlon fabric with fluorescence agent on its cloth surface in stripping reaction in solution comprising divesting agent comprising hypochlorous acid",2008-12-17
"Sandblasting device for jeans, has jean phase meter hanging frames provided on surfaces of left and right rotary doors, and left sandblasting room part and right sandblasting room part connected with sand-absorbing and dust-removing device",2008-10-31
"Textile printed angle measuring instrument, has axle seats slidingly and respectively installed on two transverse shafts, brush plate fixed on vertical shaft, and scales installed between axle seats and vertical shaft",2008-10-31
"Hot-air pre-drying device for continuous pigment dyeing pad dyeing machine, has transmission mechanism fixed on left side plate of case, where mechanism is connected with upper cloth guide roller",2009-03-04
"Active unwinding device for cop in automatic yarn winder, has thread-spool pin whose lower end is connected with driving arrangement i.e. electric machine, that is connected with control arrangement",2008-06-12
"Cold-rolling, reducing and cleaning device for cloth, has rotational cloth guide rollers equipped in groove body and provided with driving device, and heating device equipped in reducing groove and cleaning groove",2009-03-03
"Grass chipping removing device for yarn combing machine, has yarn supporting rack placed at yarn exit of bombing machine, and top square fixed on upper frame contacting bottom of yarn, where top square is formed with smooth and arched edge",2008-10-16
"Embedded pile loop towel, has two base fabric layers woven from group warp and weft, and pile loop woven from fur warp and weft, where pile loop is formed between two base fabric layers",2009-03-07
"Multifunctional bed clothes, have pocket provided with three sewn sides and side with rectangular opening arranged at outer side of body, where four sides of opening are parallel to four sides of body",2008-10-21
"Binding belt for binding object in middle binding part, has two lifting belts whose ends are connected to middle part of packing belt, where two ends of packing belt are respectively fixed with matched connecting pieces",2008-09-19
"Yarn end breakage alarm device for two-for-one twisting vehicle, has infrared emitter and infrared receiver connected with computer separately, and set of rotary shield components formed on supporting shaft",2009-03-16
"Yarn sizing temperature recording monitoring device, has temperature sensing probe fixed in sizing steam box and connected with recorder, and warning device provided on recorder, where recorder is connected with computer",2009-03-16
"Low nitrogen oxides liquid slag-off dual-swirl coal dust burner for e.g. burning device, for industrial production process, has adjusting screw external sleeve whose top end is provided with wind axial flow generator",2008-07-28
"Jeans sandblasting equipment workshop, has operating window arranged between sandblasting room and operating room, where sandblasting room is provided with sand-sucking and de-dusting device",2008-10-31
"Whole-wool jacquard flocking shell fabric for e.g. clothes, has roving and large jacquard and base cloth coated by bond that is adhered and sucked down through static force",2008-11-18
"Printing and dyeing fabric rolling remaining ratio reducing device, has guide roller unit whose outlet direction part is formed with two pressing rollers matched mutually and provided at inlet direction of third pressing roller",2009-03-09
"Constant-temperature and constant-pressure composite spinneret device, has water outlet connection tube connected with spinneret seat by net lock and connected with water outlet soft tube by hoop",2008-11-18
"Far-infrared steam draw box, has heating plate equipped on lower encloser, baffle-board equipped on upper encloser and provided with uniformly distributed holes, and steam pipe placed between upper encloser and baffle-board",2008-11-18
"Silk winding machine bobbin weight control device, has stopping switch placed with stopping switch driving device, which is electrically connected with power supply, and contact switches to form stopping circuit",2008-11-26
"Vehicle rear blank pipe conveying and cleaning device for automatic cheese winder in workshop, has suction nozzle for adsorbing peripheral foreign fiber and cotton waste when yarn cop is conveyed to reach cleaning arm",2008-09-24
"Rear shaft for hand sample loom, has opening groove formed on side wall along vertical direction, and through holes formed at two ends of groove, and line pressing strip equipped in groove",2008-11-24
"Carding machine for manufacturing spun silk yarn by mulberry silk, has weight sensor equipped under hopper body and electrically connected with electromagnetic valve by automatic control circuit",2008-11-18
"Swinging rod device for automatic reeling frame, has swinging rod provided on machine frame, limiting rod arranged on swinging rod, protective sheet provided on work section of swinging rod, and three connection holes formed on sheet",2008-11-18
"Yarn rewinding frame for use in textile field, has comparator utilized for comparing output signal of pressure sensor with set signal, and movement power controlling circuit connected with output end of comparator",2008-12-18
"Horsetail clamping device for horsetail fabric loom, has two clamping mechanisms provided crossly along axial direction of shuttle-shaped body, and horsetail releasing mechanism provided at two sides of surface of horsetail fabric",2009-04-23
"Hemp-harvesting machine, has power system driving conveying device through conveying transmission device, and cutting device provided with three groups of cutting components equipped roughly parallel with ground",2008-10-16
"Steam fire fighting device, has stander equipped with upper transverse rod and lower transverse rod, and cloth material equipped on transmission roll of stander with two rims installed in flutes of nozzles on sides of stander",2008-12-27
"Three-dimensional collar shaper, has pressurizing molds equipped under heating mold and cooling mold, and programmable controller whose output end is connected with control end of air-source adjustor",2008-12-24
"Axial-flow fan impeller assembling and disassembling tool, has lifting brackets and beam forming gate structure, and incline support frame set on outer sides of lifting brackets, where upper end of frame is connected with shaft sleeve",2008-12-31
"Benzene recycling system, has absorption tanks whose de-sorption steam outlets are connected with gas inlet of cooler through electromagnetic valve, where liquid outlet of cooler is connected with liquid inlet of separation box",2009-04-29
"Fabric weft yarn deflection correcting device, has screw holes formed on two sides of machine frame, and shaft bases respectively and fixedly installed on support bases through screw bolts",2008-12-27
"Bag-cover crocheting machine, has working table surface fixedly supported by bracket, and bag-cover die installed on working table surface on upper part of rotary plate through rotary shaft",2008-12-31
"Cloth punch head, has spring mounted on residue-discharging rod, where inner side of punch head includes stages for stopping tail part of residue-discharging rod from moving, and punch head rod including punch head hole",2008-12-31
"Doffer ball-bearing bracket, has end cover fixed to bearing base and bearing cover through connecting hole, where bracket is formed with back oil sealing groove of bearing bracket part and oil sealing groove of another end cover",2009-01-23
"Snap buttons stitching machine for trousers, has rotating shaft mounted on machine frame and ratchet wheel connected with manually pressing rod through towing steel wire, where end of manually pressing rod is mounted on machine frame",2009-01-15
"Double heads pneumatic packing press, has oil-water separator fixed on side of stander, and pressing plate control switch, sealing cylinder control switch and timing relay are installed on bottom plate",2008-12-31
"Stretch recovering capability detecting device for textile product i.e. cloth, has bolt-shaped component provided with arch shaped bottom part, and clamping component equipped below bolt-shaped component",2009-06-05
"New-type stitch-knitting hot melt anti-bacterial material useful for industrial and commercial applications, comprises bamboo fibril and electrospun fiber as the raw materials",2009-05-27
"Low-tension high-branch single-stranded wool yarn knitting fabric knitting method, involves reducing width of plane of pressing such that needle obtains yarn by loop forming from carrier and withdraws part of yarn from adjacent old loop",2009-06-05
Colorful-spinning yarn has photocatalyst bamboo carbon fibers and multi-hole sponge-shaped structure whose outer appearance and micro-hole surface are distributed with sub-nanometer bamboo carbon powder and nanometer titanium dioxide powder,2008-10-31
"Single-sided drier for drying and processing printed fabric, has five cloth guide rollers and six drying cylinders rotating in opposite directions with each other, where six drying cylinders are arrayed in two lines",2008-12-17
"Small pressing vehicle for sample pressing machine, has infrared emitting and receiving device provided at upper part of pressing roller, where device is connected with urgent-stop switch relay through circuit on-off control unit",2008-12-17
"Processing of colored spun yarn of mercerized cotton fabrics, involves mixing uncolored cotton and cotton dyed with standard colors, mercerizing spun yarn obtained using mixed cotton, and dyeing mercerized yarn",2009-06-09
"Infrared pre-baking device for continuous dyeing machine, has front shielding control component connected with front shielding frame and controlling front shielding frame on shielding position or sideward position when in use",2009-03-04
"Continuous pigment dyeing padding mangle steam drying device, has electric cabinet comprising programmable controller that is electrically connected with man-machine conversation device via communication interface",2009-03-04
"Method for recovering waste heat from esterification steam in production line, involves supplying water into cooling systems of devices in production line, and recycling water by lithium bromide absorption type water chilling unit",2009-01-19
Plating limiting device used in plating equipment for limiting movement of slide fastener has tension mechanism which makes bottom face of teeth on cloth of slide fastener be butted on sides of opening of plating cathode,2008-06-16
"Residual heat recycling device for high-temperature high-pressure dyeing device, has ball valve for controlling water inlet quantity, equipped in water storage tank and placed nearer to water inlet",2009-08-07
"Power-free drying room for enterprise, has wall body internally provided with cross beam, track for conveying cloth installed on cross beam, where bottom of wall body is opened with air inlet and top of wall body is provided with pipe",2009-04-01
