High-grade environment protection elastic knitted fabric and its production process,2004-06-10
"Spun yarn mixed colour spinning technology, involves livering, dyeing,drawing and spinning to roving and spun yarn after extending",2005-04-11
Double-faced two-tone printed and dyed fabric manufacturing method and its application for garment,2005-08-16
Blended yarn of fine denier modal with hemp and its blow spinning process,2005-09-12
Hank yard cold batch bleaching and scouring pre-treatment process,2005-09-16
"Pupa oil production process, involves pulverizing silkworm cocoon, utilizing carbon dioxide",2005-02-28
"Method for treating dyeing wastewater through coagulated gas float deposition, and one-piece type handling arrangement",2004-10-15
"Soldering pallet for printing circuit board, and preparing method",2005-08-29
Polyytrimethylene terephthalate fiber cross-blended yarn and its production process,2004-11-01
Weight-increasing process after silkworm gut degumming,2005-11-30
Silk fabric electromagnet shield effect synergism method,2005-12-01
Polyurethane fibre/real silk crepe knit fabric and preparation process thereof,2005-12-29
Method for dressing natural elasticity in warp and weft directions of pure cotton fabric,2004-12-20
Lining production method by getting matched lining parameters through known adhesion lining parameters,2005-12-20
Production process of high-count worsted pure rabbit hair yarn,2006-02-20
Madder dye extracting process and its usage in dyeing mercerized wool and mercerized wool fabric,2006-02-21
Hollow and fast-drying hydroscopic heat color-mixed spinning yarn and production thereof,2006-03-10
Application of ramie softener in flogging procedure of degumming process,2006-04-10
Profile fibre knitted fabric and process for producing same,2005-04-06
Technology for producing coloured chitosan fiber by coagulating bath process,2006-03-10
Technology for producing coloured chitosan fibre by coloring tank process,2006-03-10
Technology for producing coloured chitosan fiber by reaction kettle process,2006-03-10
Crease-proofing stiching shirts includes choosing proper adhesive liner belt consisting of substrate layer made of polyester fibers or natural cotton fibers,2005-04-20
Fine cashmere single-yarn textile and its production process,2006-06-28
Bunge prickly ash viscose fiber and preparation method and application thereof,2006-06-29
Calamine viscose fiber and preparation method and application thereof,2006-06-29
"Bamboo carbon dacron fiber, spun silk fiber and cashmere fiber scribbled and producing method thereof",2006-08-01
"Bamboo carbon dacron fibre, acrylic fiber and cotton fiber scribbled and producing method thereof",2006-08-01
"Bamboo carbon dacron fiber, soybean fiber and cashmere fiber scribbled and producing method thereof",2006-08-01
Bamboo carbon dacron fiber and woolen fiber scribbled and producing method thereof,2006-08-01
"Process for making flocked fabric involves coating slurry, flocking, drying and finalizing the design, brushing, cleaning and drying",2006-05-19
"High-purity crust fiber fabric, method of preparation and used yarn thereof",2006-08-11
Non-woven conducting fibric by infusion process and its production method,2006-07-13
Anti-ultraviolet ray mixed color spinning thread and its producing method,2006-09-27
"Socks after-finishing production process, involves socks typing with socks water bath process, drying and product checking",2006-10-17
"Compound fabric, has dobby weaves with integrated weaves in circulation manner at inner side, where integrated weaves comprises of ten independent warp threads",2005-09-26
Process for producing anti-ultraviolet wet absorption quick drying fabric,2005-10-09
Polyester fiber filling materials and filling process therefor,2005-11-15
Raised towel textile with seven wefts and high-low knitting yarn,2006-06-07
Three-dimensional top angle structure of fabric and connecting structure of tent cloth,2006-04-29
The technology of pigment washing dying and finishing for purified cotton ready-made clothes,2007-01-23
Continuous cotton feeding control device of blowing-carding equipment,2006-07-21
Bicomponent necked yarn and spinning method thereof,2007-02-09
An elastic non-woven material parent metal and its manufacturing method,2007-03-06
Coating bath lifting chemical plating device of textile,2006-06-27
Pinion molding device for manufacturing the bidirectional metal slide fastener has floating driving device which lifts metal coil material,2006-09-20
"Mixed fabric antimicrobial composite yarn for textile technology comprises zein fiber, and generative hemp fiber",2007-05-31
"Duckbill bell mouth for processing spun yarn, is installed to bell mouth main body",2006-10-18
"Compact spinning lattice apron for preventing margin dispersing, is divided into strength district and converge region",2007-05-28
Compact spinning doffing device includes sliding pin positioned directly through bolt,2007-05-28
Flax blending yarn has specified blending ratio of flax fiber and chemical fiber,2007-06-19
High count single warp and single weft worsted material has mixed fabric consisting of wool or other fiber,2006-05-26
"Shirt, has collar, body, sleeve, and button locking hole whose one end is round",2006-12-31
"Yarn cabler includes vertical machine frame perpendicular to work table-board, and electronic yarn clearer fixed on vertical machine frame",2006-12-18
Textile apron for spinning machine includes predetermined number of average part points on apron circumference plane,2007-03-01
Automatic cloth rolling machine comprises photoelectric sensor provided above ruler in measurement table which moves in synchronous with delineation apparatus,2007-04-04
"Press bar device for wool drawing frame, has two upright sticks which slide on press bar and bracket installed at two ends of press bar",2007-04-29
High-heat-proof flame retarding fiber without halogen includes flame retarding compound comprising silicate nanometer kernel including calcium silicate,2007-11-28
Functional terylene modified fiber melange spinning yarn comprises honeycomb microcellular structure as functional terylene modified fiber,2007-11-15
"Hypnotic pillow comprises hop-pocket (e.g. cotton textile) filled with sandalwood, neroli oil extract, and tangerine peel",2007-11-28
Tussah silk and bamboo fiber blended color fabric contains tussah silk and bamboo fiber in preset weight ratio,2007-12-14
"Preparing nanometer anti-bacterial super-fine terylene filament comprises mixing, and spinning or cutting spinning mode",2007-11-28
Multi-axial warp-knitted fabric for use in wind generator blade is made of carbon fiber or glass fiber,2007-12-18
"Polyester cotton knitted coral velvet material contains 150D/288F as velvet yarn, and 32s cotton fiber as bottom organization material",2007-12-27
Finishing knitted fabric uses dyeing finishing one-bath method finishing process,2007-12-27
Compound bio-enzyme/mediator system for spinning scouring process and application,2006-12-20
Yellowing-resistant and UV radiation-proof silk material comprises coating of titanium dioxide and UV radiation insulating factor,2008-05-07
"Preparation of natural colored cotton far infrared yarn by uniformly spraying finishing liquor including far infrared nanometer ceramic powder on cottonseed, drawing, and coarse and fine spinning",2008-05-13
"Recycling device for batik dye printing reserving agent comprises de-waxing sink, recycling sink and refining sink connected by a connecting pump and connecting valve",2008-04-16
"Medical non-implanted optic nerve electrically-stimulating electrode for use in clinic, has electrode rod whose front end is equipped with electrode head integrated with electrode contact",2007-08-01
"Polyacrylamide medicine quickly-dissolved device useful for sewage treatment, comprises shell with fixing plate and water jetting pipe",2007-11-09
"Method for manufacturing patterned fabric, involves weaving fabric with yarns of different sizes by sanding fabric with surface color",2008-06-05
"Dye composition for manufacturing same colored yarns, comprises yellow dye, orange dye, red dye, blue dye and black dye",2007-06-06
"Non-woven fabric contains specific amount of fibrilia, bonding fiber and other fiber excluding fibrilia and bonding fiber",2008-07-15
"Square transparent yarn tube, has circular and vertical through hole provided in inner side and side wall provided with printing mark",2008-03-12
Novel Aspergillus usamii L88 strain CGMCC No 2296 useful for preparing keratinase compound enzyme,2008-07-01
"Method for manufacturing super-fine terylene fibers used for fully drawn yarns (FDYs), involves performing spinning operation and using annular blow cooling technology",2008-01-23
"True silk sheet with health-protecting function useful for commercial applications comprises upper, middle and lower layers",2008-04-14
Waterproof rabbit hair hat uses rabbit hair felt as main source material and fabric waterproofing agent and cross-linking agent as auxiliary material,2007-09-07
Bicolor polar fleece has flannelettes of different colors on both sides which are weaved in terry knitting machine,2007-09-30
"Bamboo-joint-like linen spun yarn comprises terylene, cationic polyester staple fiber and spun viscose yarn",2008-10-13
"Shell fabric structure comprises non-elastic yarn layers of organic cotton fiber, ceiba fiber and reused terylene fiber adhered between two elastic yarn layers",2008-07-07
Filler has several combed down fiber nets with ramie fibers and down fibers,2008-08-15
"Brushing machine for sanded fabric, has brushing chamber whose one side is directly connected with waste fur collection chamber which is connected with other side of the brushing chamber through pipeline",2008-12-17
"Bandage, has binding belts fixed at two ends of gauze strip",2008-09-20
"Zipper tooth collector of zipper-sizing and tooth removing machine, has tooth removing mechanism arranged in box to remove cut teeth on zipper strip",2008-03-07
"New-type needle-punch non-woven cloth useful for industrial and commercial applications, comprises natural bamboo fiber and chemical fiber",2009-05-27
Water absorbent quick-drying military towel comprises water absorbent quick-drying emulsion permeated on cloth main body of the military towel,2009-07-06
"Large filament bunch for weaving clothes, includes reflective particles which are uniformly dispersed in mono-filaments which have trilobal cross-sections",2009-04-22
"Anti-fluffing and anti-pilling treating agent used for wool fabric, comprises combined agent comprising mercapto containing compound",2009-11-09
"Cloth guide roller for printing equipment, has hair removal layer equipped on external surface of roller cylinder, where hair removal layer is acrylic yarns layer or adhesive tape",2009-07-09
Preparing fluffy wool yarn comprises treating the wool yarn with calcium salt solution when it is in slack state,2009-11-20
"Warp beam transmission frame, has slide wheels arranged at lower part of under frame, where each side of upper part of under frame is provided with supporting racks",2009-08-21
"Cylinder for waste felt spinning opener, has brads uniformly arranged on surface of iron roller, where distribution density, length and diameter of brads are specific",2009-08-18
Flannelette-blanket-stimulated towel has one side provided with loops while the other side of the towel is provided with downs,2009-10-10
"Comfortable sock for use by elder people, has sock body and sock cylinder that is provided with loose opening, where sock cylinder is formed by weaving two materials",2009-09-04
"Fallow socks for men, has sock bodies designed with weaving structure of simulating double-path inlet wires",2009-09-04
"Falling-proof core silk stockings, have stockings cylinder equipped with stocking fastening waist",2009-09-04
Interval antisepsis non-woven material comprises non-woven material parent metal arranged at interval to process antisepsis treatment and to form interval antisepsis area,2009-12-23
Separated functionally treated non woven material comprises separated functional areas formed on substrate of non woven material in separation manner,2009-12-23
"Cotton guide wheel device for carding machine, has bracket fixed on carding machine, and cotton guide wheel mounted on two ends of bracket",2009-11-17
"Method for producing four-dimensional dynamic photo, involves providing three-dimensional image and dynamic image processing software to synthesize sequence diagrams to three-dimensional imaging picture",2010-04-15
"Low pin rod for roving frame, has rod part formed with multiple grooves for limiting lower leather rings",2010-03-27
Machine-woven filter cloth is formed using mechanical fiber or natural fiber of warp yarn and/or weft yarn,2009-05-08
"Pin-dismounting rod for coarse spinner, has rod body equipped with multiple grooves for limiting lower leather apron",2010-03-27
Foldable railing mechanism has dismountable connecting structure that is arranged between connecting seat and upright rod,2010-01-04
"Carding machine belly side door, has set of wind supplementation openings uniformly installed on wind supplementation door main body",2009-12-09
"Fiber bundle packaging body, has external elastic packaging film whose top end is provided with external packaging film opening part that is located at upper side of hole inside upper layer winding body",2010-07-19
"Beam for gripper-projectile loom, has single beam connected by side disk at two ends",2010-03-09
Interval-type functional-treatment non-woven material has functional areas with functional treatment and arranged on non-woven base material at intervals,2009-12-23
New Bacillus species useful for extracting and processing oil and in microbial flooding process,2010-07-23
Transmission mechanism for spinning frame has anti-back rotation gear and transmission gear are immovably sleeved on main transmission shaft,2010-08-19
Conical cylinder pipe has conical cylinder portion whose large diameter end is opened with gap,2010-08-19
"Transmission mechanism for carding machine, has cotton pulling roller connected with upper roller in tooth transmission manner",2010-08-19
"Reducing non-uniform dyeing of polyester fabric involves mixing dye and water to obtain dye liquor, where dye is less acidic",2010-08-17
The fabric has knitting warp threads and weft threads has waterproof flame-resistant coating which is covered on surface,2010-06-01
Gradually changing grid material has warp and weft that are weaved with multiple grids,2010-05-06
Warp-printing and weft-printing fabric has two fabric layers that are connected via connection intersection yarns,2010-05-06
Spinneret plate has spinneret holes that are uniformly arranged on spinneret plate in three rings,2010-05-24
"Charging barrel for drawing frame for ramie strip package, has circular bottom plate detachably connected with barrel-shaped sidewall through height self-adapting device",2010-04-28
"Condensed water recycling device for sizing machine, has supply water pipeline that is connected with groundwater storage tank by water pump and client terminal",2010-08-31
"Imitated lamb fur heat-insulating synthesized functional fiber yarn, has oval double-arched network device, where fiber yarn is in oval netty shape",2010-04-29
Sweater raw material has blended yarns that are combined and twisted into main structure by twisting machine,2010-08-20
Wool fabric has surface having specific water repellant area and water repellant space,2010-09-20
"Color fasteners batch testing instrument, has cloth drying rack whose lower portion is installed with one solution box that is installed on lifting mechanism",2010-05-13
Knitted fabric comprises water-rejecting regions distributed irregularly on its surface,2010-09-20
"Textile printing method for nine colors comprises utilizes acid dye provided with nine printing pastes including dye C, dye M and dye Y",2010-09-10
Water dividing pipe for air floating machine has cleaning port correspondingly provided on adjacent water outlet pipes,2010-07-20
Elasticizer oil tank supplying device has motor having output shaft which is connected with oil pump that is connected with oil buckle,2010-07-06
Physically modified non-woven fabric includes fluey fiber layer formed on surface of non-woven fabric through physical modification,2010-08-27
Heel protecting socks has transverse texture shaped fastening portion which is made of high elastic material and arranged on sock barrel on heel,2010-06-04
Socks production involves soaking socks in bath lotion with ultraviolet absorber with predetermined concentration,2010-09-17
"Preparation of punched spunbond nonwoven material comprises carrying out fiber laying, spun laying, and forming the meshes",2010-11-22
Production of a needled non-woven material comprises forming the net and pore structure of different apertures at the fiber net,2010-11-15
Sewage decoloring device has chlorine dioxide generator connected with reaction pipe that connects water pump and settling tank,2010-07-20
"High polymer material profile fiber, has I-shaped fiber yarn whose section provided with tooth forms",2010-04-29
Novel imitation leather face fabric has polyurethane (PU) coat that is applied on surface of base fabric,2010-09-14
"Downy back cushion for vehicle has pair of elastic installation belts provided at rear end face of cushion part, connected together via inserted head",2010-10-13
Condensed water recycling device for sizing machine has user terminal which is supplied with water via water supply pipeline,2010-08-31
Ring spinning tight and high-pure linen yarn with specific property comprises flax fiber,2010-12-30
"Blended cashmere fiber high-count semi-spun knitted yarn, has cashmere blended with multiple chemical fibers",2010-11-23
"Anti-exposing thin pantyhose has barrier strip provided on crotch of pantyhose unit, whose top portion is connected with waist portion",2010-12-01
"Foam dyeing system prescription comprises compound foaming agent, foam stabilizer, thickening agent, disperser and dispersing active dye",2010-11-17
"Foam dyeing formulation used for coating dye foam dyeing of cloth comprises foaming agent, thickening agent, and coating dye",2010-11-17
Net belt for preparing non-weaving material lapping device has salient points distributed on surface of belt body and protruded on surface of belt body,2010-11-22
"Dye liquor of a silk fabric comprises reactive dye, sodium sulfate and soda ash",2010-12-14
Compound fabric includes polyurethane film layer tightly fixated to the outer surface of fabric main body layer,2011-02-22
"Nonwoven fabric having antiskid function, useful in textiles, comprises nonwoven fabric layer",2011-02-22
"Method for dyeing polyester wool shell fabric, involves using different dyes, and adding dye for wool and dye for polyester in same dyeing tank",2011-03-21
"Heat-insulation cushion for automobile, comprises upper polyvinyl chloride layer, middle sponge foaming layer and lower plastic film",2011-03-07
"System for producing polyester industrial yarn and activation yarn, has oiling nozzle which is located between traction roller and loosen traction roller",2011-05-24
Double layered sock has ventilating area which has bar-shaped ventilate structure that surrounds sock main portion,2011-01-20
"Mercerizing machine pump pipeline device, has multiple alkali water pipelines provided between connecting pipes, where each alkali water pipeline is connected with motor",2011-03-25
"Waste water recycling device used in textile industry, has flash evaporator that is positioned between pipeline and water reservoir",2011-04-07
"Cocoon cooking barrel, has water outlet connected with upper part of heat water supplementary pipe, and steam jet heating cylinder whose steam inlet is connected with steam supplying pipeline",2011-04-08
"Needle punched silk cotton production line comprises a carding machine, a net laying machine, a needling machine and an input screen",2011-04-08
"Waist adjustable trousers, have trousers body connected with magic tape, where magic tape is connected with one end of elastic belt and connected with trousers waist through elastic belt",2011-03-25
"Test method of color fastness of chinlon fabric, involves adhering sample card on lining fabric, and obtaining color fastness of fabric sample by comparing fabric sample number",2011-02-22
"Electromagnetic radiation resisting cloth, has warp and wefts which are blended by stainless steel fiber and filling fiber",2011-04-19
"Controller for hydraulic packer of display refrigerator, has middle relay with one end that is connected with travel switch",2010-12-05
"Enzyme preparation useful for processing textiles, comprises enzyme refining complex, amylase, and emulsified penetrating agent",2011-05-23
Anti-ultraviolet fabric comprises warp yarn and weft yarn (e.g. cotton yarn or polyester yarn) coated with a protective layer of anti-ultraviolet radiation,2011-04-26
"Three-bladed micro-pore spinneret plate for preparing textile, has spinning holes that are arranged uniformly in three rings",2010-05-24
"Oil feeder for spindle warping machine, has oil feeding roller whose top end contacted with yarns when yarns is discharged from collecting plate",2011-04-11
Zipper puller has cover portion whose upper end is provided with pressing block where connecting block is arranged at lower end of cover portion,2011-04-23
Carbon fiber coffee plush printing blanket has terylene base material that is provided on pan head via blanket main portion,2011-04-08
"Anti-UV fabric, has anti-UV coating fiber layer woven provided with staggering mode, and fiber layer made of yarn arranged alternately",2011-05-16
"Surface material comprises fiber layer, ventilating layer, and grid layer set on ventilating layer",2011-05-23
"Anaerobic pool water distribution device has water inlet pipe connected with lifting pump, where horizontal set of three pipes is provided on water inlet pipe in parallel",2011-05-10
"Sulfur dye, comprises complex liquefied sulfur black, powdered sodium sulfide and penetrating agent",2011-06-27
"Low temperature boiling cloth composite sample method involves keeping solution at constant temperature for time period after reaching specific degree, and dyeing cloth in cylinder, after processing",2011-08-04
Length adjustable skirt has multiple buttons which are provided with grommet,2011-05-26
Waist adjustable trousers has side seam and gap that are formed in inverse triangle,2011-05-26
"Skirt used in costume field, has tail zipper whose two halves are separated by specific distance",2011-05-26
"Hollow thermal fabric, has warp and weft that are interwoven, and yarn whose middle part is hollow",2011-05-16
"Finishing liquor for antibacterial coating of casement, comprises preset amount of bamboo vinegar, coating agent and additive",2011-09-07
Printing and dyeing waste water and waste heat recycling device has sedimentation tank which is provided with cold water inlet connected with warm water outlet,2011-07-18
"Roller draw-out ring structure of wringing machine, has roller which is installed on upper portion of cloth guide ring",2011-06-09
Speed regulating device of forming machine has programmable logic control module with signal input end is connected to control button,2011-06-09
"Roller stepless speed change structure of teaseling machine, has motor whose signal input end is connected with signal output end of transducer",2011-06-09
Moisture absorbing and sweat discharging blended fabric comprises a base cloth formed by interwoven yarn and coated with an absorbing membrane,2011-07-01
"Chemical leather for mountaineering sports comprises waterproof breathing layer, dewatering polyurethane layer and fiber cloth layer",2011-07-14
Microstructure brightness enhancement spinning compound fabric comprises inner two-layer fabric weaved by needle and external layers of fabric,2011-09-02
Warming fabric has warm-keeping layer which is formed by warp and weft that is arranged in interwoven manner,2011-08-19
"Warp knitting moving material for double inclined convex texture, has three bars which are provided in flat structure",2011-08-18
"T-shaped crotch stocking for women, has trousers main portion which is double layer tightening waist and waist connection tightening portion is extended downwards",2011-08-01
Scissor-shaped connecting rods are inserted in connecting grooves through pivot hole and pivot is arranged in through pivot hole and connecting rods,2011-07-07
"Vehicle for feeding silkworm, has angle iron is movably matched with pulley under several vertical support legs",2011-07-22
"Ultra cotton imitation polyester filament used in textile industry, has main component comprising several filaments",2011-08-05
Hollow warp knitting sport fabric has chinlon yarn and spandex yarn that are combined by tricot stitch,2011-08-18
"Female abdomen lifting hip core silk stocking, has sock body provided with double layered tightening waist and tightening piece, which is provided with ventilation holes",2011-08-01
"Elastic-leather base cloth, has warp provided with terylene, and weft provided with adhesive covered spandex part",2011-07-25
Folding type chair frame has front rod whose front section is fixedly connected with back section of back rod,2011-08-19
"Waterproof and oil proof shading curtain, has tissue whose surface is covered with layer of waterproof and oil-proof film",2011-09-07
"Pantyhose for female, has trouser formed by high elastic fiber, which is provided with narrow strip region and connected with sock",2011-09-09
Velvet pantyhose trouser has sock portion whose lower end is provided with tightening portion which is provided with knee portion,2011-09-09
Low rise stocking has waist portion that is connected with double layered tightening sheet in hip region,2011-08-03
"Rotary screen printing machine, has weft device arranged on lower part of rotary screen printing machine body",2011-09-08
Double stirrer has stirrer main portions which are driven by transmission mechanism and rotated under motor,2011-08-10
Cotton cloth has warp thread and weft yarn that are mixed with fiber and frame on which fiber line is distributed,2011-08-03
Synthetic animal protein fiber comprises a waste polyethylene terephthalate bottle sheet and animal protein powder,2010-11-10
"T-type micro-pore spinneret plate, has spinneret plate part provided at T-shaped spinneret hole",2010-11-12
"Anti-wet sweater has waterproof layer that is provided on cloth main portion, sleeve, and pocket",2011-08-12
"Cotton yarn-dyed fabric is formed by interweaving warps and wefts, where warp yarn and weft yarn comprises specific components",2010-11-24
Steam leakage-proof heat preserving mechanism has heating pipe that is connected with heat insulating plate,2011-09-20
Energy-saving drying device has heat exchanger which is covered with heat preservation layer,2011-10-10
"Recycling system of sewage in water purifier, has sludge collecting stage which is located on lower portion of filtering mechanism",2011-10-10
Cloth spreading machine has cloth roller which is connected on cross beam through pair of bearings,2011-08-10
"Washing device for improving colorfastness, has water washing tank of spray water refluxing slot which is connected to vehicle",2011-09-08
Water saving washing machine has recycling pipelines that are connected to upper end of multiple water tanks,2011-09-08
"Water filtering and purifying net for use in nozzle of spray device, is made of fiber felt",2011-09-20
"Sizing agent used for jute yarn, comprises polyvinyl acetate slurry, grafting starch and polyacrylamide",2011-12-06
"Post-processing polyamide superfine denier fabrics, comprises de-sizing, calendaring processing and coating finishing",2011-11-08
"Tester for testing bending of fiber plate, has pressure mechanism whose support transverse rod is located on carrying frame",2011-12-22
"Health protection pad used as mattress comprises low melting point fiber, and fibrilia",2011-12-02
"Composite swelling agent comprises penetrating agent, swelling agent, and auxiliary agent comprising dissolved pectin element in fiber",2011-11-28
Anti-radiation healthcare double face weft knitting underwear has nanometer silver fiber that is provided for counting yarn with sol-gel antibacterial agent,2011-10-24
Jacquard stockings have sock section comprising lower end portion which is provided with sock fold section extending vertically toward top end,2011-09-09
"Warp knitted cotton pulling shell fabric used for manufacturing tight underwear or close-fitting belt, comprises cotton yarn, polyurethane fiber and nylon",2012-01-09
Crease-resistant antistatic coating fabric comprises a fabric layer filled with nano-silver and a crease-resist coating layer,2011-11-24
"Wire optical power triple roll vehicle advancing cloth device, has arc-shaped rubber roller provided in middle of roller unit",2011-11-16
Reduction cleaning agent for high resistance soaping color fastness and high sublimation fastness fabric comprises alkaline reduction cleaning agent and dispersing agent,2011-12-28
Honeycomb polyester-modified pure yarn comprises pure honeycomb polyester modified fiber,2012-04-05
"Dry wire cake dyeing comprises drying by spinning cake, grinding and swelling, dyeing, post-processing, and forming",2012-03-22
"Decoration grid glass hook fabric, comprises plastic decoration sheet partially arranged on mesh hook fabric surface",2011-11-08
"Composite woolen fabric for e.g. natural fabric, comprises woolen fabric body whose back surface is adhered with backer to form cutting loop",2011-11-08
"Woolen fabric, comprises coral velvet bonded on back part of fabric body by adhesive",2011-11-08
"Vehicle pedal sound insulating pad, has pad body made of expanded polypropylene plastic foaming material",2011-09-20
Twill super soft velvet fabric has three comb structures made of polyester filaments,2011-11-25
"Unreeling machine for use in textile industry, has photoelectric sensor whose signal output end is connected with control circuit",2011-12-26
Bamboo cotton fiber dyeing fabric has base fabric pattern that is formed from warp yarns and weft,2011-12-27
"Indoor bamboo-plastic composite flooring, comprises a bamboo surface board layer and a bamboo-plastic composite material layer",2011-12-05
Double-layer cloth material production line has machine frame that is provided with blanking pressing roller and material pressing roller,2011-12-22
Blank cloth pressing mechanism has support saddle that is installed on machine frame,2011-12-22
Material reaction kettle for producing trademark material includes outer water storage body whose top is provided with water inlet and overflow port,2011-12-22
"Transmission mechanism for turning trademark material, has guide rail and chain that is provided with mutually clamped clamping structure",2011-12-22
"Suede for use in manufacturing of e.g. shoe, comprises artificial fur whose back surface is adhered by adhesive",2011-11-18
"Artificial fur and polar fleece composite fabric for clothes, has artificial fur whose rear surface is bonded with polar fleece by adhesive",2011-11-18
Terylene fiber woven base cloth has wool fabric which is formed on surface of base cloth,2011-11-28
Plush composite fabric has long-haired artificial fur whose surface is adhered with surface of short-haired artificial fur by adhesive material,2011-11-18
Yarn cylinder pipe has ladder-shaped vertical section whose lower portion is provided with annular grooves,2011-12-26
Overflow dyeing machine has nozzle that is connected with swing hopper that is set above upper layer conveyor,2012-05-15
